scenario,state,duration,probability,routine,start
735,state_735,1,4.39E-05,1,12
736,state_736,1,4.39E-05,1,12
737,state_737,1,4.39E-05,1,12
738,state_738,1,4.39E-05,1,12
739,state_739,1,4.39E-05,1,12
740,state_740,1,4.39E-05,1,12
741,state_741,1,4.39E-05,1,12
742,state_742,1,4.39E-05,1,12
743,state_743,1,4.39E-05,1,12
744,state_744,1,4.39E-05,1,12
745,state_745,1,4.39E-05,1,12
746,state_746,1,4.39E-05,1,12
747,state_747,1,4.39E-05,1,12
748,state_748,1,4.39E-05,1,12
749,state_749,1,4.39E-05,1,12
750,state_750,1,4.39E-05,1,12
751,state_751,1,4.39E-05,1,12
752,state_752,1,4.39E-05,1,12
753,state_753,1,4.39E-05,1,12
754,state_754,1,4.39E-05,1,12
755,state_755,1,4.39E-05,1,12
756,state_756,1,4.39E-05,1,12
757,state_757,1,4.39E-05,1,12
758,state_758,1,4.39E-05,1,12
759,state_759,1,4.39E-05,1,12
760,state_760,1,4.39E-05,1,12
761,state_761,1,4.39E-05,1,12
762,state_762,1,4.39E-05,1,12
763,state_763,1,4.39E-05,1,12
764,state_764,1,4.39E-05,1,12
765,state_765,1,4.39E-05,1,12
766,state_766,1,4.39E-05,1,12
767,state_767,1,4.39E-05,1,12
768,state_768,1,4.39E-05,1,12
769,state_769,1,4.39E-05,1,12
770,state_770,1,4.39E-05,1,12
771,state_771,1,4.39E-05,1,12
772,state_772,1,4.39E-05,1,12
773,state_773,1,4.39E-05,1,12
774,state_774,1,4.39E-05,1,12
775,state_775,1,4.39E-05,1,12
776,state_776,1,4.39E-05,1,12
777,state_777,1,4.39E-05,1,12
778,state_778,1,4.39E-05,1,12
779,state_779,1,4.39E-05,1,12
780,state_780,1,4.39E-05,1,12
781,state_781,1,1.57E-06,0,12
782,state_782,1,1.57E-06,0,12
783,state_783,1,4.39E-05,1,12
784,state_784,1,4.39E-05,1,12
785,state_785,1,4.39E-05,1,12
786,state_786,1,4.39E-05,1,12
787,state_787,1,4.39E-05,1,12
788,state_788,1,4.39E-05,1,12
789,state_789,1,4.39E-05,1,12
790,state_790,1,4.39E-05,1,12
791,state_791,1,4.39E-05,1,12
792,state_792,1,4.39E-05,1,12
793,state_793,1,4.39E-05,1,12
794,state_794,1,4.39E-05,1,12
795,state_795,1,4.39E-05,1,12
796,state_796,1,4.39E-05,1,12
797,state_797,1,4.39E-05,1,12
798,state_798,1,4.39E-05,1,12
799,state_799,1,4.39E-05,1,12
800,state_800,1,4.39E-05,1,12
801,state_801,1,4.39E-05,1,12
802,state_802,1,4.39E-05,1,12
803,state_803,1,4.39E-05,1,12
804,state_804,1,4.39E-05,1,12
805,state_805,1,4.39E-05,1,12
806,state_806,1,4.39E-05,1,12
807,state_807,1,4.39E-05,1,12
808,state_808,1,4.39E-05,1,12
809,state_809,1,4.39E-05,1,12
810,state_810,1,4.39E-05,1,12
811,state_811,1,4.39E-05,1,12
812,state_812,1,4.39E-05,1,12
813,state_813,1,4.39E-05,1,12
814,state_814,1,4.39E-05,1,12
815,state_815,1,4.39E-05,1,12
816,state_816,1,4.39E-05,1,12
817,state_817,1,4.39E-05,1,12
818,state_818,1,4.39E-05,1,12
819,state_819,1,4.39E-05,1,12
820,state_820,1,4.39E-05,1,12
821,state_821,1,4.39E-05,1,12
822,state_822,1,4.39E-05,1,12
823,state_823,1,4.39E-05,1,12
824,state_824,1,4.39E-05,1,12
825,state_825,1,4.39E-05,1,12
826,state_826,1,4.39E-05,1,12
827,state_827,1,4.39E-05,1,12
828,state_828,1,4.39E-05,1,12
829,state_829,1,4.39E-05,1,12
830,state_830,1,4.39E-05,1,12
831,state_831,1,4.39E-05,1,12
832,state_832,1,4.39E-05,1,12
833,state_833,1,4.39E-05,1,12
834,state_834,1,4.39E-05,1,12
835,state_835,1,4.39E-05,1,12
836,state_836,1,4.39E-05,1,12
837,state_837,1,4.39E-05,1,12
838,state_838,1,4.39E-05,1,12
839,state_839,1,4.39E-05,1,12
840,state_840,1,4.39E-05,1,12
841,state_841,1,4.39E-05,1,12
842,state_842,1,4.39E-05,1,12
843,state_843,1,4.39E-05,1,12
844,state_844,1,4.39E-05,1,12
845,state_845,1,4.39E-05,1,12
846,state_846,1,4.39E-05,1,12
847,state_847,1,4.39E-05,1,12
848,state_848,1,4.39E-05,1,12
849,state_849,1,1.57E-06,0,12
850,state_850,1,1.57E-06,0,12
851,state_851,1,4.39E-05,1,12
852,state_852,1,4.39E-05,1,12
853,state_853,1,4.39E-05,1,12
854,state_854,1,4.39E-05,1,12
855,state_855,1,4.39E-05,1,12
856,state_856,1,4.39E-05,1,12
857,state_857,1,4.39E-05,1,12
858,state_858,1,4.39E-05,1,12
859,state_859,1,4.39E-05,1,12
860,state_860,1,4.39E-05,1,12
861,state_861,1,4.39E-05,1,12
862,state_862,1,4.39E-05,1,12
863,state_863,1,4.39E-05,1,12
864,state_864,1,4.39E-05,1,12
865,state_865,1,4.39E-05,1,12
866,state_866,1,4.39E-05,1,12
867,state_867,1,4.39E-05,1,12
868,state_868,1,4.39E-05,1,12
869,state_869,1,4.39E-05,1,12
870,state_870,1,4.39E-05,1,12
871,state_871,1,4.39E-05,1,12
872,state_872,1,4.39E-05,1,12
873,state_873,1,4.39E-05,1,12
874,state_874,1,4.39E-05,1,12
875,state_875,1,4.39E-05,1,12
876,state_876,1,4.39E-05,1,12
877,state_877,1,4.39E-05,1,12
878,state_878,1,4.39E-05,1,12
879,state_879,1,4.39E-05,1,12
880,state_880,1,4.39E-05,1,12
881,state_881,1,4.39E-05,1,12
882,state_882,1,4.39E-05,1,12
883,state_883,1,4.39E-05,1,12
884,state_884,1,4.39E-05,1,12
885,state_885,1,4.39E-05,1,12
886,state_886,1,4.39E-05,1,12
887,state_887,1,4.39E-05,1,12
888,state_888,1,4.39E-05,1,12
889,state_889,1,4.39E-05,1,12
890,state_890,1,4.39E-05,1,12
891,state_891,1,4.39E-05,1,12
892,state_892,1,4.39E-05,1,12
893,state_893,1,4.39E-05,1,12
894,state_894,1,4.39E-05,1,12
895,state_895,1,4.39E-05,1,12
896,state_896,1,4.39E-05,1,12
897,state_897,1,4.39E-05,1,12
898,state_898,1,4.39E-05,1,12
899,state_899,1,4.39E-05,1,12
900,state_900,1,4.39E-05,1,12
901,state_901,1,4.39E-05,1,12
902,state_902,1,4.39E-05,1,12
903,state_903,1,4.39E-05,1,12
904,state_904,1,4.39E-05,1,12
905,state_905,1,4.39E-05,1,12
906,state_906,1,4.39E-05,1,12
907,state_907,1,4.39E-05,1,12
908,state_908,1,4.39E-05,1,12
909,state_909,1,4.39E-05,1,12
910,state_910,1,4.39E-05,1,12
911,state_911,1,4.39E-05,1,12
912,state_912,1,4.39E-05,1,12
913,state_913,1,4.39E-05,1,12
914,state_914,1,4.39E-05,1,12
915,state_915,1,4.39E-05,1,12
916,state_916,1,4.39E-05,1,12
917,state_917,1,1.57E-06,0,12
918,state_918,1,1.57E-06,0,12
919,state_919,1,4.39E-05,1,12
920,state_920,1,4.39E-05,1,12
921,state_921,1,4.39E-05,1,12
922,state_922,1,4.39E-05,1,12
923,state_923,1,4.39E-05,1,12
924,state_924,1,4.39E-05,1,12
925,state_925,1,4.39E-05,1,12
926,state_926,1,4.39E-05,1,12
927,state_927,1,4.39E-05,1,12
928,state_928,1,4.39E-05,1,12
929,state_929,1,4.39E-05,1,12
930,state_930,1,4.39E-05,1,12
931,state_931,1,4.39E-05,1,12
932,state_932,1,4.39E-05,1,12
933,state_933,1,4.39E-05,1,12
934,state_934,1,4.39E-05,1,12
935,state_935,1,4.39E-05,1,12
936,state_936,1,4.39E-05,1,12
937,state_937,1,4.39E-05,1,12
938,state_938,1,4.39E-05,1,12
939,state_939,1,4.39E-05,1,12
940,state_940,1,4.39E-05,1,12
941,state_941,1,4.39E-05,1,12
942,state_942,1,4.39E-05,1,12
943,state_943,1,4.39E-05,1,12
944,state_944,1,4.39E-05,1,12
945,state_945,1,4.39E-05,1,12
946,state_946,1,4.39E-05,1,12
947,state_947,1,4.39E-05,1,12
948,state_948,1,4.39E-05,1,12
949,state_949,1,4.39E-05,1,12
950,state_950,1,4.39E-05,1,12
951,state_951,1,4.39E-05,1,12
952,state_952,1,4.39E-05,1,12
953,state_953,1,4.39E-05,1,12
954,state_954,1,4.39E-05,1,12
955,state_955,1,4.39E-05,1,12
956,state_956,1,4.39E-05,1,12
957,state_957,1,4.39E-05,1,12
958,state_958,1,4.39E-05,1,12
959,state_959,1,4.39E-05,1,12
960,state_960,1,4.39E-05,1,12
961,state_961,1,4.39E-05,1,12
962,state_962,1,4.39E-05,1,12
963,state_963,1,4.39E-05,1,12
964,state_964,1,4.39E-05,1,12
965,state_965,1,4.39E-05,1,12
966,state_966,1,4.39E-05,1,12
967,state_967,1,4.39E-05,1,12
968,state_968,1,4.39E-05,1,12
969,state_969,1,4.39E-05,1,12
970,state_970,1,4.39E-05,1,12
971,state_971,1,4.39E-05,1,12
972,state_972,1,4.39E-05,1,12
973,state_973,1,4.39E-05,1,12
974,state_974,1,4.39E-05,1,12
975,state_975,1,4.39E-05,1,12
976,state_976,1,4.39E-05,1,12
977,state_977,1,4.39E-05,1,12
978,state_978,1,4.39E-05,1,12
979,state_979,1,4.39E-05,1,12
980,state_980,1,4.39E-05,1,12
981,state_981,1,4.39E-05,1,12
982,state_982,1,4.39E-05,1,12
983,state_983,1,4.39E-05,1,12
984,state_984,1,4.39E-05,1,12
985,state_985,1,1.57E-06,0,12
986,state_986,1,1.57E-06,0,12
987,state_987,1,4.39E-05,1,12
988,state_988,1,4.39E-05,1,12
989,state_989,1,4.39E-05,1,12
990,state_990,1,4.39E-05,1,12
991,state_991,1,4.39E-05,1,12
992,state_992,1,4.39E-05,1,12
993,state_993,1,4.39E-05,1,12
994,state_994,1,4.39E-05,1,12
995,state_995,1,4.39E-05,1,12
996,state_996,1,4.39E-05,1,12
997,state_997,1,4.39E-05,1,12
998,state_998,1,4.39E-05,1,12
999,state_999,1,4.39E-05,1,12
